family_id,family_name,fold_id,bin_index,race_count,pooled_b3_calibrated_ll,winner_stage_ll,second_stage_ll,third_stage_ll,rank_mean,Hit@1,Hit@5,catastrophic_rate,abnormal_tail_rate,B3_B2_delta,support_gate
FF06,racer_history,screening_fold_1,0,0,,,,,,,,,,,eligible_support>=250
FF06,racer_history,screening_fold_1,1,1094,4.0963158738312355,1.3195076276018676,1.4425545018638088,1.3342537443655598,24.420475319926872,0.08409506398537477,0.273308957952468,0.002742230347349177,0.0,-0.02533210137230707,eligible_support>=250
FF06,racer_history,screening_fold_1,2,1292,4.19850247435194,1.3948312965013516,1.4564377135328603,1.347233464317728,27.343653250773993,0.06501547987616099,0.25232198142414863,0.006191950464396285,0.0,-0.028930931199257697,eligible_support>=250
FF06,racer_history,screening_fold_1,3,1337,4.212713648480715,1.3981719770853498,1.464130148528274,1.3504115228670912,27.83096484667165,0.06207928197456993,0.2543006731488407,0.006731488406881077,0.0,-0.023670479918981344,eligible_support>=250
FF06,racer_history,screening_fold_1,4,1372,4.216192008813585,1.387323312413221,1.4661801590602779,1.3626885373400859,27.83454810495627,0.0619533527696793,0.24416909620991253,0.004373177842565598,0.0,-0.039402281850389076,eligible_support>=250
FF06,racer_history,screening_fold_1,5,1367,4.286958375559738,1.4320063410874477,1.4952697964202049,1.3596822380520854,29.364301389904902,0.06217995610826628,0.22019019751280175,0.008046817849305048,0.0,-0.029363560687583997,eligible_support>=250
FF06,racer_history,screening_fold_1,6,1282,4.281143536344363,1.4301253804490255,1.4909038426567383,1.3601143132385998,29.446957878315132,0.06006240249609984,0.23946957878315134,0.0039001560062402497,0.0,-0.019170177622649713,eligible_support>=250
FF06,racer_history,screening_fold_1,7,1293,4.22115962587587,1.4080896382533843,1.4520221768666755,1.3610478107558108,27.620262954369682,0.05955143078112916,0.23820572312451663,0.006187161639597835,0.0,-0.022059086045577644,eligible_support>=250
FF06,racer_history,screening_fold_1,8,1294,4.088040816137913,1.269856416739624,1.4649571623995796,1.35322723699871,24.669242658423492,0.06491499227202473,0.2751159196290572,0.0030911901081916537,0.0,-0.013983792495901039,eligible_support>=250
FF06,racer_history,screening_fold_1,9,1300,4.015939260349329,1.218256073806202,1.4532845001121204,1.344398686431007,23.166153846153847,0.08538461538461538,0.31384615384615383,0.008461538461538461,0.0,-0.026007759498156608,eligible_support>=250
